Date,Year,Month,Month_Name,Location_encoded,Location_name,MinTemp,MaxTemp,Temp_avg,Rainfall,Evaporation,Sunshine,WindDir_avg,WindSpeed_max,WindSpeed_avg,Humidity_avg,Pressure_avg,Cloud_avg,RainToday,RISK_MM,RainTomorrow,activity_Surf,activity_Senderismo,activity_Buceo,activity_Kayak,activity_Ciclismo,activity_Camping
2009-01-15,2009,1,January,2,Albury,19.8,32.7,27.35,0.0,6.447058801943429,7.658012608804145,WNW,44.0,24.0,31.0,1008.8,3.0879446640316206,0,0.0,0,0,0,0,0,0,0
2009-01-16,2009,1,January,2,Albury,14.9,26.7,21.75,0.0,6.447058801943429,7.658012608804145,SW,56.0,25.5,33.0,1013.4000000000001,3.00395256916996,0,0.0,0,0,0,0,0,0,0
2009-01-17,2009,1,January,2,Albury,10.5,28.4,20.9,0.0,6.447058801943429,7.658012608804145,SE,33.0,15.0,25.5,1018.55,2.9199604743083,0,0.0,0,1,1,0,0,0,0
2009-01-18,2009,1,January,2,Albury,11.3,32.2,25.7,0.0,6.447058801943429,7.658012608804145,WNW,28.0,16.0,25.5,1017.95,2.83596837944664,0,0.0,0,1,1,0,0,1,0
2009-01-19,2009,1,January,2,Albury,13.9,36.6,28.2,0.0,6.447058801943429,7.658012608804145,WNW,39.0,8.5,24.5,1013.2,2.7519762845849796,0,0.0,0,0,1,0,0,0,0
2009-01-20,2009,1,January,2,Albury,18.6,39.9,32.25,0.0,6.447058801943429,7.658012608804145,NNW,61.0,14.5,28.5,1007.45,2.6679841897233194,0,0.8,0,0,0,0,0,0,0
2009-01-21,2009,1,January,2,Albury,19.3,38.1,31.700000000000003,0.8,6.447058801943429,7.658012608804145,NNW,61.0,16.0,32.5,1007.75,2.5839920948616597,0,0.6,0,0,0,0,0,0,0
2009-01-22,2009,1,January,2,Albury,24.4,34.0,29.6,0.6,6.447058801943429,7.658012608804145,NW,98.0,37.0,49.5,1001.55,2.5,0,6.4,1,0,0,0,0,0,0
2009-01-23,2009,1,January,2,Albury,18.8,35.2,27.9,6.4,6.447058801943429,7.658012608804145,WNW,52.0,17.0,35.5,1005.9,2.700980392156863,1,0.0,0,0,0,0,0,0,0
2009-01-24,2009,1,January,2,Albury,20.8,30.6,26.5,0.0,6.447058801943429,7.658012608804145,W,54.0,29.0,31.0,1006.5,2.9019607843137254,0,0.0,0,0,0,0,0,0,0
2009-01-25,2009,1,January,2,Albury,14.0,34.3,26.65,0.0,6.447058801943429,7.658012608804145,WSW,24.0,10.0,27.0,1015.55,3.1029411764705883,0,0.0,0,1,1,1,1,1,0
2009-01-26,2009,1,January,2,Albury,15.7,38.4,29.95,0.0,6.447058801943429,7.658012608804145,S,33.0,7.0,30.0,1016.1500000000001,3.3039215686274512,0,0.0,0,1,1,0,0,0,0
2009-01-27,2009,1,January,2,Albury,18.5,38.2,31.0,0.0,6.447058801943429,7.658012608804145,NNE,31.0,13.0,36.5,1015.95,3.5049019607843137,0,0.0,0,1,1,0,0,0,0
2009-01-28,2009,1,January,2,Albury,20.4,40.7,33.7,0.0,6.447058801943429,7.658012608804145,N,37.0,10.0,30.0,1013.25,3.7058823529411766,0,0.0,0,0,0,0,0,0,0
2009-01-29,2009,1,January,2,Albury,21.8,41.5,34.55,0.0,6.447058801943429,7.658012608804145,SW,24.0,8.5,25.5,1013.75,3.906862745098039,0,0.0,0,1,0,0,1,1,0
2009-01-30,2009,1,January,2,Albury,22.3,42.9,35.2,0.0,6.447058801943429,7.658012608804145,NNE,28.0,10.0,24.0,1012.4000000000001,4.107843137254902,0,0.0,0,1,0,0,0,0,0
2009-01-31,2009,1,January,2,Albury,22.0,42.7,35.95,0.0,6.447058801943429,7.658012608804145,ESE,48.0,4.0,22.0,1012.35,4.3088235294117645,0,0.0,0,0,0,0,0,0,0
2009-02-01,2009,2,February,2,Albury,28.0,43.1,37.15,0.0,6.447058801943429,7.658012608804145,SW,83.0,12.0,18.0,1010.6,4.509803921568627,0,0.2,0,0,0,0,0,0,0
2009-02-02,2009,2,February,2,Albury,24.4,38.3,32.95,0.2,6.447058801943429,7.658012608804145,SW,56.0,13.0,26.5,1009.55,4.71078431372549,0,0.0,0,0,0,0,0,0,0
2009-02-03,2009,2,February,2,Albury,21.5,37.7,31.700000000000003,0.0,6.447058801943429,7.658012608804145,N,39.98429165757619,11.0,36.0,1007.45,4.911764705882353,0,0.0,0,0,1,0,0,0,0
2009-02-04,2009,2,February,2,Albury,21.7,36.9,30.35,0.0,6.447058801943429,7.658012608804145,W,39.98429165757619,11.0,39.5,1006.75,5.112745098039215,0,0.0,0,0,1,0,0,0,0
2009-02-05,2009,2,February,2,Albury,21.5,41.2,33.1,0.0,6.447058801943429,7.658012608804145,WSW,35.0,13.0,31.5,1004.25,5.313725490196078,0,0.0,0,1,0,0,0,0,0
2009-02-06,2009,2,February,2,Albury,23.5,42.2,35.15,0.0,6.447058801943429,7.658012608804145,W,37.0,10.5,23.5,1006.5,5.514705882352941,0,0.0,0,0,0,0,0,0,0
2009-02-07,2009,2,February,2,Albury,22.3,44.8,36.5,0.0,6.447058801943429,7.658012608804145,NNW,59.0,21.0,23.5,1006.0,5.715686274509803,0,0.0,0,0,0,0,0,0,0
2009-02-08,2009,2,February,2,Albury,28.3,40.2,36.5,0.0,6.447058801943429,7.658012608804145,NW,52.0,15.5,19.5,1006.75,5.916666666666666,0,0.4,0,0,0,0,0,0,0
2009-02-09,2009,2,February,2,Albury,18.4,31.2,24.049999999999997,0.4,6.447058801943429,7.658012608804145,SE,37.0,9.0,48.5,1008.55,7.5,0,0.0,0,0,1,0,0,0,0
2009-02-10,2009,2,February,2,Albury,14.9,27.3,21.6,0.0,6.447058801943429,7.658012608804145,SSE,41.0,16.5,40.0,1010.05,3.1666666666666665,0,0.0,0,0,0,0,0,0,0
2009-02-11,2009,2,February,2,Albury,13.5,26.7,20.799999999999997,0.0,6.447058801943429,7.658012608804145,SSE,46.0,15.0,34.5,1011.95,4.083333333333333,0,0.0,0,0,0,0,0,0,0
2009-02-12,2009,2,February,2,Albury,16.1,21.6,17.15,0.0,6.447058801943429,7.658012608804145,SE,46.0,13.0,63.5,1017.15,5.0,0,3.0,1,0,0,0,0,0,0
2009-02-13,2009,2,February,2,Albury,14.6,29.0,22.8,3.0,6.447058801943429,7.658012608804145,SSE,41.0,25.0,31.0,1021.5,5.125,1,0.0,0,0,0,0,0,0,0
2009-02-14,2009,2,February,2,Albury,12.4,29.2,23.4,0.0,6.447058801943429,7.658012608804145,NE,39.0,3.5,27.5,1019.45,5.25,0,0.0,0,0,1,0,0,0,0
2009-02-15,2009,2,February,2,Albury,13.3,31.3,24.2,0.0,6.447058801943429,7.658012608804145,NNE,41.0,11.0,36.5,1014.5,5.375,0,0.0,0,0,0,0,0,0,0
2009-02-16,2009,2,February,2,Albury,17.2,31.1,25.45,0.0,6.447058801943429,7.658012608804145,E,35.0,14.0,32.5,1015.75,5.5,0,0.0,0,1,1,0,0,0,0
2009-02-17,2009,2,February,2,Albury,12.5,28.8,22.5,0.0,6.447058801943429,7.658012608804145,N,31.0,9.0,31.5,1015.35,5.625,0,0.0,0,1,1,0,0,0,0
2009-02-18,2009,2,February,2,Albury,18.0,32.0,26.4,0.0,6.447058801943429,7.658012608804145,NW,31.0,8.5,33.0,1009.95,5.75,0,0.0,0,1,1,0,0,0,0
2009-02-19,2009,2,February,2,Albury,16.2,34.0,26.85,0.0,6.447058801943429,7.658012608804145,WSW,48.0,13.0,34.5,1006.15,5.875,0,0.0,0,0,0,0,0,0,0
2009-02-20,2009,2,February,2,Albury,18.7,29.1,24.15,0.0,6.447058801943429,7.658012608804145,SSW,41.0,12.0,42.0,1010.45,6.0,0,0.0,0,0,0,0,0,0,0
2009-02-21,2009,2,February,2,Albury,13.7,31.7,24.55,0.0,6.447058801943429,7.658012608804145,SSE,28.0,5.5,41.0,1011.45,6.125,0,0.0,0,1,1,0,0,1,0
2009-02-22,2009,2,February,2,Albury,15.5,33.2,26.1,0.0,6.447058801943429,7.658012608804145,NW,31.0,13.0,36.0,1014.0,6.25,0,0.0,0,1,1,0,0,0,0
2009-02-23,2009,2,February,2,Albury,14.3,34.0,27.049999999999997,0.0,6.447058801943429,7.658012608804145,NW,70.0,14.0,29.0,1011.1,6.375,0,0.0,0,0,0,0,0,0,0
2009-02-24,2009,2,February,2,Albury,12.9,29.6,23.65,0.0,6.447058801943429,7.658012608804145,WNW,46.0,15.5,34.0,1013.35,6.5,0,0.0,0,0,0,0,0,0,0
2009-02-25,2009,2,February,2,Albury,8.9,31.9,22.15,0.0,6.447058801943429,7.658012608804145,WNW,43.0,8.5,32.5,1015.0,7.0,0,0.0,0,0,0,0,0,0,0
2009-02-26,2009,2,February,2,Albury,15.0,32.7,25.6,0.0,6.447058801943429,7.658012608804145,ESE,26.0,8.5,31.0,1016.4,6.866666666666667,0,0.0,0,1,1,0,0,1,0
2009-02-27,2009,2,February,2,Albury,15.4,32.6,25.4,0.0,6.447058801943429,7.658012608804145,W,24.0,3.0,39.0,1014.4000000000001,6.733333333333333,0,0.0,0,1,1,1,1,1,0
2009-02-28,2009,2,February,2,Albury,16.0,34.5,27.9,0.0,6.447058801943429,7.658012608804145,WSW,44.0,12.31878793089859,29.0,1006.05,6.6,0,0.0,0,0,0,0,0,0,0
2009-03-01,2009,3,March,2,Albury,12.8,30.3,22.700000000000003,0.0,6.447058801943429,7.658012608804145,W,30.0,8.5,40.0,1009.6,6.466666666666667,0,0.0,0,1,1,0,0,0,0
2009-03-02,2009,3,March,2,Albury,13.2,31.9,23.9,0.0,6.447058801943429,7.658012608804145,NNW,35.0,7.5,39.0,1012.85,6.333333333333334,0,0.0,0,1,1,0,0,0,0
2009-03-03,2009,3,March,2,Albury,18.0,31.1,26.1,0.0,6.447058801943429,7.658012608804145,WNW,52.0,20.5,46.5,1011.85,6.2,0,0.2,0,0,0,0,0,0,0
2009-03-04,2009,3,March,2,Albury,13.8,22.1,18.75,0.2,6.447058801943429,7.658012608804145,WNW,57.0,29.5,41.5,1013.8,6.383333333333333,0,0.0,0,0,0,0,0,0,0
2009-03-05,2009,3,March,2,Albury,11.5,22.0,17.65,0.0,6.447058801943429,7.658012608804145,SW,50.0,26.0,46.5,1012.75,6.566666666666666,0,0.0,0,0,0,0,0,0,0
2009-03-06,2009,3,March,2,Albury,7.6,24.0,17.3,0.0,6.447058801943429,7.658012608804145,WSW,30.0,6.5,37.5,1013.25,6.75,0,0.0,0,1,1,0,0,0,0
2009-03-07,2009,3,March,2,Albury,8.3,27.9,20.15,0.0,6.447058801943429,7.658012608804145,W,37.0,12.0,40.0,1013.8,6.933333333333334,0,0.0,0,0,1,0,0,0,0
2009-03-08,2009,3,March,2,Albury,11.0,30.2,23.200000000000003,0.0,6.447058801943429,7.658012608804145,SSE,24.0,9.0,37.0,1015.85,7.116666666666667,0,0.0,0,1,1,0,1,1,0
2009-03-09,2009,3,March,2,Albury,13.8,31.8,24.55,0.0,6.447058801943429,7.658012608804145,NNE,24.0,11.5,38.5,1017.8,7.3,0,0.0,0,1,1,1,1,1,0
2009-03-10,2009,3,March,2,Albury,15.5,32.0,25.450000000000003,0.0,6.447058801943429,7.658012608804145,NE,50.0,3.0,38.0,1017.85,7.483333333333333,0,1.2,1,0,0,0,0,0,0
2009-03-11,2009,3,March,2,Albury,18.4,30.5,25.55,1.2,6.447058801943429,7.658012608804145,NE,44.0,17.0,40.0,1019.65,7.666666666666667,1,0.0,0,0,0,0,0,0,0
2009-03-12,2009,3,March,2,Albury,20.9,25.7,20.5,0.0,6.447058801943429,7.658012608804145,W,37.0,10.0,71.0,1019.2,7.85,0,5.8,1,0,1,0,0,0,0
2009-03-13,2009,3,March,2,Albury,17.1,25.8,21.4,5.8,6.447058801943429,7.658012608804145,ENE,31.0,6.5,75.0,1016.05,7.0,1,3.0,1,0,0,0,0,0,0
2009-03-14,2009,3,March,2,Albury,16.4,27.0,19.799999999999997,3.0,6.447058801943429,7.658012608804145,SW,69.0,15.5,78.0,1010.35,5.722222222222222,1,11.6,1,0,0,0,0,0,0
2009-03-15,2009,3,March,2,Albury,10.0,19.7,15.5,11.6,6.447058801943429,7.658012608804145,WNW,39.0,14.0,51.5,1012.7,7.444444444444445,1,0.0,0,0,0,0,0,0,0
2009-03-16,2009,3,March,2,Albury,8.8,21.9,16.35,0.0,6.447058801943429,7.658012608804145,W,39.0,11.0,56.0,1012.45,6.166666666666666,0,0.0,0,0,1,0,0,0,0
2009-03-17,2009,3,March,2,Albury,8.4,25.3,18.0,0.0,6.447058801943429,7.658012608804145,WNW,35.0,13.0,56.0,1014.4000000000001,5.488888888888889,0,0.0,0,1,1,0,0,0,0
2009-03-18,2009,3,March,2,Albury,9.3,28.0,20.95,0.0,6.447058801943429,7.658012608804145,NW,52.0,8.5,47.5,1015.65,4.811111111111112,0,0.0,0,0,0,0,0,0,0
2009-03-19,2009,3,March,2,Albury,11.3,30.1,22.0,0.0,6.447058801943429,7.658012608804145,WSW,24.0,6.5,35.5,1014.95,4.133333333333333,0,0.0,0,1,1,0,1,1,0
2009-03-20,2009,3,March,2,Albury,11.5,33.5,25.0,0.0,6.447058801943429,7.658012608804145,SSE,22.0,7.0,31.5,1015.05,3.4555555555555553,0,0.0,0,1,1,1,1,1,0
2009-03-21,2009,3,March,2,Albury,13.8,33.6,26.15,0.0,6.447058801943429,7.658012608804145,NNW,28.0,5.5,32.0,1015.05,2.7777777777777777,0,0.0,0,1,1,0,0,1,0
2009-03-22,2009,3,March,2,Albury,14.6,30.0,23.55,0.0,6.447058801943429,7.658012608804145,NE,37.0,11.5,43.0,1013.75,2.0,0,0.0,0,0,1,0,0,0,0
2009-03-23,2009,3,March,2,Albury,14.4,31.6,25.1,0.0,6.447058801943429,7.658012608804145,NW,37.0,12.0,44.0,1012.75,4.0,0,0.0,0,0,1,0,0,0,0
2009-03-24,2009,3,March,2,Albury,10.8,31.9,23.05,0.0,6.447058801943429,7.658012608804145,S,48.0,13.0,41.0,1015.45,6.0,0,0.4,0,0,0,0,0,0,0
2009-03-25,2009,3,March,2,Albury,15.4,22.3,18.950000000000003,0.4,6.447058801943429,7.658012608804145,ENE,30.0,10.0,73.5,1018.3,8.0,0,1.8,1,0,1,0,0,0,0
2009-03-26,2009,3,March,2,Albury,13.3,29.8,22.7,1.8,6.447058801943429,7.658012608804145,WSW,33.0,10.0,56.5,1018.1500000000001,7.0,1,0.0,0,0,0,0,0,0,0
2009-03-27,2009,3,March,2,Albury,10.1,27.6,21.65,0.0,6.447058801943429,7.658012608804145,WNW,43.0,5.5,46.5,1021.85,7.0,0,0.0,0,0,0,0,0,0,0
2009-03-28,2009,3,March,2,Albury,9.1,28.9,20.85,0.0,6.447058801943429,7.658012608804145,NNW,24.0,9.5,43.0,1022.2,7.0,0,0.0,0,1,1,0,1,1,0
2009-03-29,2009,3,March,2,Albury,10.4,31.2,22.95,0.0,6.447058801943429,7.658012608804145,S,22.0,3.0,39.0,1020.75,7.0,0,0.0,0,1,1,0,1,1,0
2009-03-30,2009,3,March,2,Albury,13.4,30.4,23.2,0.0,6.447058801943429,7.658012608804145,ENE,22.0,4.5,36.5,1021.25,7.0,0,0.0,0,1,1,0,1,1,0
2009-03-31,2009,3,March,2,Albury,12.3,29.9,22.85,0.0,6.447058801943429,7.658012608804145,WSW,26.0,7.5,43.0,1021.35,7.0,0,0.0,0,1,1,0,0,1,0
2009-04-01,2009,4,April,2,Albury,12.2,30.6,23.05,0.0,6.447058801943429,7.658012608804145,SE,22.0,3.0,40.5,1021.0,7.0,0,0.0,0,1,1,0,1,1,0
2009-04-02,2009,4,April,2,Albury,14.3,32.1,24.65,0.0,6.447058801943429,7.658012608804145,NE,28.0,5.5,44.5,1020.5,7.0,0,8.6,1,0,1,0,0,1,0
2009-04-03,2009,4,April,2,Albury,18.4,28.1,23.2,8.6,6.447058801943429,7.658012608804145,W,98.0,12.0,70.5,1015.8499999999999,7.0,1,12.6,1,0,0,0,0,0,0
2009-04-04,2009,4,April,2,Albury,10.7,21.4,17.1,12.6,6.447058801943429,7.658012608804145,W,43.0,6.5,46.5,1019.55,7.071428571428571,1,0.0,0,0,0,0,0,0,0
2009-04-05,2009,4,April,2,Albury,7.8,21.7,17.05,0.0,6.447058801943429,7.658012608804145,WSW,31.0,12.5,54.5,1018.45,7.142857142857142,0,0.0,0,1,1,0,0,0,0
2009-04-06,2009,4,April,2,Albury,8.1,21.4,17.35,0.0,6.447058801943429,7.658012608804145,W,35.0,16.0,39.0,1020.7,7.214285714285714,0,0.0,0,1,1,0,0,0,0
2009-04-07,2009,4,April,2,Albury,7.5,22.5,17.450000000000003,0.0,6.447058801943429,7.658012608804145,SE,28.0,7.0,41.0,1025.1,7.285714285714286,0,0.0,0,1,1,0,0,1,0
2009-04-08,2009,4,April,2,Albury,8.2,24.0,18.65,0.0,6.447058801943429,7.658012608804145,SSE,17.0,10.0,45.0,1025.25,7.357142857142858,0,0.0,0,1,1,0,1,1,1
2009-04-09,2009,4,April,2,Albury,8.1,25.7,20.05,0.0,6.447058801943429,7.658012608804145,ENE,22.0,11.0,47.0,1021.9000000000001,7.428571428571429,0,0.0,0,1,1,0,1,1,0
2009-04-10,2009,4,April,2,Albury,11.6,26.7,20.35,0.0,6.447058801943429,7.658012608804145,W,48.0,8.5,50.5,1019.6,7.5,0,8.4,1,0,0,0,0,0,0
2009-04-11,2009,4,April,2,Albury,13.0,24.9,21.2,8.4,6.447058801943429,7.658012608804145,W,46.0,8.5,61.0,1022.35,7.0,1,6.2,1,0,0,0,0,0,0
2009-04-12,2009,4,April,2,Albury,13.5,24.2,19.25,6.2,6.447058801943429,7.658012608804145,WSW,20.0,3.0,70.0,1022.4499999999999,6.583333333333334,1,0.0,0,0,0,0,0,0,0
2009-04-13,2009,4,April,2,Albury,9.9,25.4,20.55,0.0,6.447058801943429,7.658012608804145,NNE,19.0,5.5,50.0,1020.85,5.666666666666666,0,0.0,0,1,1,0,1,1,1
2009-04-14,2009,4,April,2,Albury,12.2,25.0,20.4,0.0,6.447058801943429,7.658012608804145,WNW,30.0,7.5,53.5,1013.95,4.75,0,0.0,0,1,1,0,0,0,0
2009-04-15,2009,4,April,2,Albury,10.7,21.9,19.7,0.0,6.447058801943429,7.658012608804145,W,63.0,28.5,35.5,1009.0,2.333333333333333,0,0.0,0,0,0,0,0,0,0
2009-04-16,2009,4,April,2,Albury,3.5,20.0,14.5,0.0,6.447058801943429,7.658012608804145,W,31.0,6.5,47.5,1014.55,2.6666666666666665,0,0.0,0,1,1,0,0,0,0
